사번,년월,초과근무시간
E0220,2026-03,15.5
E0221,2025-01,9.4
E0221,2025-02,5.7
E0221,2025-03,4.3
E0221,2025-04,9.9
E0221,2025-05,4.9
E0221,2025-06,4.9
E0221,2025-07,10.6
E0221,2025-08,11.4
E0221,2025-09,13.5
E0221,2025-10,0.2
E0221,2025-11,5.5
E0221,2025-12,6.1
E0221,2026-01,16.2
E0221,2026-02,17.9
E0221,2026-03,12.0
E0222,2025-01,2.3
E0222,2025-02,0.0
E0222,2025-03,4.6
E0222,2025-04,9.9
E0222,2025-05,0.0
E0222,2025-06,3.1
E0222,2025-07,7.4
E0222,2025-08,1.4
E0222,2025-09,0.0
E0222,2025-10,3.1
E0222,2025-11,5.3
E0222,2025-12,0.0
E0222,2026-01,11.5
E0222,2026-02,13.8
E0222,2026-03,17.0
E0223,2025-01,8.0
E0223,2025-02,3.0
E0223,2025-03,1.2
E0223,2025-04,0.0
E0223,2025-05,1.2
E0223,2025-06,1.4
E0223,2025-07,0.0
E0223,2025-08,5.7
E0223,2025-09,4.4
E0223,2025-10,7.8
E0223,2025-11,6.7
E0223,2025-12,1.3
E0223,2026-01,18.8
E0223,2026-02,16.4
E0223,2026-03,15.1
E0224,2025-01,0.0
E0224,2025-02,0.0
E0224,2025-03,0.0
E0224,2025-04,2.8
E0224,2025-05,1.9
E0224,2025-06,0.0
E0224,2025-07,4.5
E0224,2025-08,0.0
E0224,2025-09,6.2
E0224,2025-10,0.7
E0224,2025-11,0.0
E0224,2025-12,7.4
E0224,2026-01,15.0
E0224,2026-02,17.1
E0224,2026-03,11.2
E0225,2025-01,18.5
E0225,2025-02,13.3
E0225,2025-03,15.5
E0225,2025-04,13.8
E0225,2025-05,21.0
E0225,2025-06,8.7
E0225,2025-07,18.2
E0225,2025-08,10.2
E0225,2025-09,9.5
E0225,2025-10,18.7
E0225,2025-11,12.2
E0225,2025-12,19.9
E0225,2026-01,19.2
E0225,2026-02,13.3
E0225,2026-03,16.6
E0226,2025-01,11.6
E0226,2025-02,6.0
E0226,2025-03,9.7
E0226,2025-04,13.7
E0226,2025-05,4.0
E0226,2025-06,11.2
E0226,2025-07,4.7
E0226,2025-08,7.8
E0226,2025-09,5.3
E0226,2025-10,5.4
E0226,2025-11,6.4
E0226,2025-12,5.4
E0226,2026-01,13.0
E0226,2026-02,10.0
E0226,2026-03,13.8
E0227,2025-01,1.3
E0227,2025-02,6.5
E0227,2025-03,0.0
E0227,2025-04,3.5
E0227,2025-05,0.0
E0227,2025-06,0.0
E0227,2025-07,0.0
E0227,2025-08,6.1
E0227,2025-09,0.9
E0227,2025-10,0.0
E0227,2025-11,2.3
E0227,2025-12,0.4
E0227,2026-01,18.7
E0227,2026-02,14.5
E0227,2026-03,11.9
E0228,2025-01,15.3
E0228,2025-02,6.8
E0228,2025-03,10.4
E0228,2025-04,14.3
E0228,2025-05,6.7
E0228,2025-06,9.1
E0228,2025-07,5.8
E0228,2025-08,7.4
E0228,2025-09,4.7
E0228,2025-10,6.7
E0228,2025-11,5.7
E0228,2025-12,8.2
E0228,2026-01,14.0
E0228,2026-02,13.6
E0228,2026-03,14.2
E0229,2025-01,7.8
E0229,2025-02,5.0
E0229,2025-03,9.1
E0229,2025-04,2.3
E0229,2025-05,0.3
E0229,2025-06,3.4
E0229,2025-07,1.5
E0229,2025-08,5.5
E0229,2025-09,0.0
E0229,2025-10,3.6
E0229,2025-11,9.9
E0229,2025-12,0.2
E0229,2026-01,15.8
E0229,2026-02,16.7
E0229,2026-03,13.6
E0230,2025-01,30.3
E0230,2025-02,25.2
E0230,2025-03,36.5
E0230,2025-04,31.7
E0230,2025-05,30.0
E0230,2025-06,32.3
E0230,2025-07,31.8
E0230,2025-08,29.3
E0230,2025-09,26.5
E0230,2025-10,32.7
E0230,2025-11,32.2
E0230,2025-12,30.5
E0230,2026-01,17.8
E0230,2026-02,14.4
E0230,2026-03,18.2
E0231,2025-01,5.0
E0231,2025-02,10.6
E0231,2025-03,7.4
E0231,2025-04,0.9
E0231,2025-05,11.4
E0231,2025-06,9.0
E0231,2025-07,8.7
E0231,2025-08,3.1
E0231,2025-09,9.7
E0231,2025-10,7.0
E0231,2025-11,1.6
E0231,2025-12,7.4
E0231,2026-01,19.4
E0231,2026-02,13.4
E0231,2026-03,17.8
E0232,2025-01,14.9
E0232,2025-02,13.4
E0232,2025-03,3.9
E0232,2025-04,12.7
E0232,2025-05,9.7
E0232,2025-06,3.6
E0232,2025-07,13.7
E0232,2025-08,13.9
E0232,2025-09,11.0
E0232,2025-10,7.1
E0232,2025-11,16.7
E0232,2025-12,13.3
E0232,2026-01,10.7
E0232,2026-02,10.8
E0232,2026-03,10.9
E0233,2025-01,10.2
E0233,2025-02,11.5
E0233,2025-03,12.6
E0233,2025-04,9.1
E0233,2025-05,3.2
E0233,2025-06,5.0
E0233,2025-07,5.7
E0233,2025-08,12.6
E0233,2025-09,8.6
E0233,2025-10,5.0
E0233,2025-11,7.0
E0233,2025-12,13.1
E0233,2026-01,16.8
E0233,2026-02,13.4
E0233,2026-03,15.3
E0234,2025-01,13.7
E0234,2025-02,15.4
E0234,2025-03,6.8
E0234,2025-04,10.4
E0234,2025-05,8.7
E0234,2025-06,17.3
E0234,2025-07,10.7
E0234,2025-08,9.0
E0234,2025-09,3.2
E0234,2025-10,16.9
E0234,2025-11,17.1
E0234,2025-12,3.0
E0234,2026-01,17.3
E0234,2026-02,18.5
E0234,2026-03,17.5
E0235,2025-01,13.2
E0235,2025-02,16.1
E0235,2025-03,14.2
E0235,2025-04,10.6
E0235,2025-05,8.5
E0235,2025-06,17.0
E0235,2025-07,15.4
E0235,2025-08,14.9
E0235,2025-09,17.0
E0235,2025-10,21.1
E0235,2025-11,11.0
E0235,2025-12,11.0
E0235,2026-01,13.7
E0235,2026-02,15.3
E0235,2026-03,11.7
E0236,2025-01,39.0
E0236,2025-02,37.0
E0236,2025-03,45.4
E0236,2025-04,46.0
E0236,2025-05,44.9
E0236,2025-06,47.3
E0236,2025-07,41.1
E0236,2025-08,42.2
E0236,2025-09,43.3
E0236,2025-10,39.0
E0236,2025-11,36.4
E0236,2025-12,41.2
E0236,2026-01,15.6
E0236,2026-02,17.5
E0236,2026-03,18.3
E0237,2025-01,10.9
E0237,2025-02,21.5
E0237,2025-03,6.8
E0237,2025-04,12.6
E0237,2025-05,14.0
E0237,2025-06,9.5
E0237,2025-07,11.0
E0237,2025-08,13.0
E0237,2025-09,8.2
E0237,2025-10,14.4
E0237,2025-11,19.1
E0237,2025-12,11.3
E0237,2026-01,18.8
E0237,2026-02,16.3
E0237,2026-03,14.3
E0238,2025-01,56.1
E0238,2025-02,59.8
E0238,2025-03,57.0
E0238,2025-04,50.1
E0238,2025-05,46.8
E0238,2025-06,51.7
E0238,2025-07,53.2
E0238,2025-08,44.7
E0238,2025-09,53.1
E0238,2025-10,49.7
E0238,2025-11,52.5
E0238,2025-12,51.7
E0239,2025-01,12.7
E0239,2025-02,16.5
E0239,2025-03,9.5
E0239,2025-04,6.2
E0239,2025-05,16.8
E0239,2025-06,16.1
E0239,2025-07,15.7
E0239,2025-08,10.0
E0239,2025-09,16.0
E0239,2025-10,8.4
E0239,2025-11,12.3
E0239,2025-12,19.6
E0240,2025-01,9.9
E0240,2025-02,7.2
E0240,2025-03,6.9
E0240,2025-04,3.1
E0240,2025-05,14.0
E0240,2025-06,11.5
E0240,2025-07,10.7
E0240,2025-08,7.1
E0240,2025-09,6.0
E0240,2025-10,4.5
E0240,2025-11,13.2
E0240,2025-12,0.2
E0240,2026-01,14.1
E0240,2026-02,15.5
E0240,2026-03,12.8
E0241,2025-01,28.0
E0241,2025-02,19.4
E0241,2025-03,24.9
E0241,2025-04,25.6
E0241,2025-05,20.6
E0241,2025-06,22.3
E0241,2025-07,28.6
E0241,2025-08,31.6
E0241,2025-09,26.9
E0241,2025-10,22.9
E0241,2025-11,21.8
E0241,2025-12,22.7
E0241,2026-01,21.6
E0241,2026-02,18.3
E0241,2026-03,19.6
E0242,2025-01,24.3
E0242,2025-02,25.4
E0242,2025-03,29.3
E0242,2025-04,24.1
E0242,2025-05,21.7
E0242,2025-06,19.8
E0242,2025-07,23.5
E0242,2025-08,17.8
E0242,2025-09,21.9
E0242,2025-10,19.3
E0242,2025-11,23.3
E0242,2025-12,26.2
E0242,2026-01,8.4
E0242,2026-02,10.0
E0242,2026-03,13.2
E0243,2025-01,3.6
E0243,2025-02,4.8
E0243,2025-03,0.0
E0243,2025-04,7.7
E0243,2025-05,4.7
E0243,2025-06,4.5
E0243,2025-07,6.5
E0243,2025-08,2.7
E0243,2025-09,1.6
E0243,2025-10,7.4
E0243,2025-11,0.0
E0243,2025-12,1.2
E0243,2026-01,18.4
E0243,2026-02,13.2
E0243,2026-03,13.4
E0244,2025-01,15.7
E0244,2025-02,10.2
E0244,2025-03,8.7
E0244,2025-04,7.3
E0244,2025-05,12.0
E0244,2025-06,9.4
E0244,2025-07,13.0
E0244,2025-08,17.6
E0244,2025-09,15.4
E0244,2025-10,1.8
E0244,2025-11,13.9
E0244,2025-12,14.2
E0244,2026-01,14.3
E0244,2026-02,11.2
E0244,2026-03,14.4
E0245,2025-01,14.8
E0245,2025-02,20.9
E0245,2025-03,17.1
E0245,2025-04,8.2
E0245,2025-05,16.5
E0245,2025-06,14.9
E0245,2025-07,13.5
E0245,2025-08,17.4
E0245,2025-09,18.6
E0245,2025-10,18.6
E0245,2025-11,18.8
E0245,2025-12,11.3
E0245,2026-01,13.0
E0245,2026-02,16.7
E0245,2026-03,14.4
E0246,2025-01,19.4
E0246,2025-02,24.7
E0246,2025-03,27.9
E0246,2025-04,25.0
E0246,2025-05,15.2
E0246,2025-06,25.8
E0246,2025-07,17.4
E0246,2025-08,26.4
E0246,2025-09,21.4
E0246,2025-10,24.8
E0246,2025-11,32.0
E0246,2025-12,22.2
E0246,2026-01,12.5
E0246,2026-02,12.7
E0246,2026-03,11.7
E0247,2025-01,31.9
E0247,2025-02,33.2
E0247,2025-03,28.9
E0247,2025-04,30.9
E0247,2025-05,39.2
E0247,2025-06,27.1
E0247,2025-07,32.4
E0247,2025-08,35.9
E0247,2025-09,33.3
E0247,2025-10,40.3
E0247,2025-11,34.3
E0247,2025-12,33.6
E0247,2026-01,19.1
E0247,2026-02,16.3
E0247,2026-03,13.2
E0248,2025-01,36.1
E0248,2025-02,36.6
E0248,2025-03,35.6
E0248,2025-04,35.3
E0248,2025-05,27.7
E0248,2025-06,31.0
E0248,2025-07,37.9
E0248,2025-08,39.6
E0248,2025-09,40.7
E0248,2025-10,29.8
E0248,2025-11,32.2
E0248,2025-12,41.5
E0248,2026-01,14.4
E0248,2026-02,15.1
E0248,2026-03,16.4
E0249,2025-01,6.9
E0249,2025-02,10.9
E0249,2025-03,21.9
E0249,2025-04,12.6
E0249,2025-05,7.5
E0249,2025-06,7.8
E0249,2025-07,10.5
E0249,2025-08,0.7
E0249,2025-09,10.2
E0249,2025-10,7.3
E0249,2025-11,8.1
E0249,2025-12,8.8
E0249,2026-01,20.4
E0249,2026-02,21.2
E0249,2026-03,13.8
E0250,2025-01,12.0
E0250,2025-02,6.8
E0250,2025-03,6.7
E0250,2025-04,8.6
E0250,2025-05,6.0
E0250,2025-06,8.4
E0250,2025-07,5.3
E0250,2025-08,10.4
E0250,2025-09,10.9
E0250,2025-10,8.4
E0250,2025-11,0.0
E0250,2025-12,6.4
E0250,2026-01,11.9
E0250,2026-02,12.8
E0250,2026-03,13.2
E0251,2025-01,0.0
E0251,2025-02,7.9
E0251,2025-03,12.8
E0251,2025-04,10.9
E0251,2025-05,5.3
E0251,2025-06,5.7
E0251,2025-07,0.0
E0251,2025-08,6.4
E0251,2025-09,5.6
E0251,2025-10,1.4
E0251,2025-11,2.5
E0251,2025-12,1.6
E0252,2025-01,53.2
E0252,2025-02,45.1
E0252,2025-03,47.6
E0252,2025-04,48.3
E0252,2025-05,51.1
E0252,2025-06,50.9
E0252,2025-07,48.4
E0252,2025-08,38.5
E0252,2025-09,48.4
E0252,2025-10,43.0
E0252,2025-11,39.6
E0252,2025-12,43.1
E0252,2026-01,17.6
E0252,2026-02,21.8
E0252,2026-03,14.2
E0253,2025-01,5.4
E0253,2025-02,0.0
E0253,2025-03,6.3
E0253,2025-04,9.3
E0253,2025-05,5.1
E0253,2025-06,0.4
E0253,2025-07,7.2
E0253,2025-08,4.6
E0253,2025-09,11.7
E0253,2025-10,0.0
E0253,2025-11,0.0
E0253,2025-12,4.3
E0253,2026-01,15.8
E0253,2026-02,17.2
E0253,2026-03,12.3
E0254,2025-01,16.5
E0254,2025-02,19.4
E0254,2025-03,20.0
E0254,2025-04,24.4
E0254,2025-05,17.3
E0254,2025-06,20.1
E0254,2025-07,13.0
E0254,2025-08,28.2
E0254,2025-09,22.7
E0254,2025-10,21.8
E0254,2025-11,15.1
E0254,2025-12,23.7
E0254,2026-01,15.6
E0254,2026-02,13.2
E0254,2026-03,8.4
E0255,2025-01,11.9
E0255,2025-02,10.4
E0255,2025-03,7.4
E0255,2025-04,3.6
E0255,2025-05,7.6
E0255,2025-06,4.7
E0255,2025-07,9.4
E0255,2025-08,3.4
E0255,2025-09,5.0
E0255,2025-10,0.0
E0255,2025-11,10.0
E0255,2025-12,9.6
E0256,2025-01,7.4
E0256,2025-02,0.0
E0256,2025-03,2.6
E0256,2025-04,9.8
E0256,2025-05,13.4
E0256,2025-06,5.4
E0256,2025-07,14.2
E0256,2025-08,16.1
E0256,2025-09,11.2
E0256,2025-10,13.6
E0256,2025-11,4.9
E0256,2025-12,2.3
E0256,2026-01,19.2
E0256,2026-02,17.6
E0256,2026-03,12.2
E0257,2025-01,20.3
E0257,2025-02,8.9
E0257,2025-03,17.5
E0257,2025-04,14.6
E0257,2025-05,19.9
E0257,2025-06,16.0
E0257,2025-07,8.2
E0257,2025-08,11.5
E0257,2025-09,15.7
E0257,2025-10,10.7
E0257,2025-11,17.1
E0257,2025-12,13.3
E0257,2026-01,14.7
E0257,2026-02,17.0
E0257,2026-03,15.6
E0258,2025-01,7.3
E0258,2025-02,7.6
E0258,2025-03,4.3
E0258,2025-04,2.5
E0258,2025-05,0.9
E0258,2025-06,0.0
E0258,2025-07,10.0
E0258,2025-08,3.4
E0258,2025-09,2.1
E0258,2025-10,2.1
E0258,2025-11,2.9
E0258,2025-12,1.1
E0258,2026-01,12.7
E0258,2026-02,9.4
E0258,2026-03,13.7
E0259,2025-01,15.4
E0259,2025-02,12.2
E0259,2025-03,17.8
E0259,2025-04,22.9
E0259,2025-05,14.8
E0259,2025-06,19.9
E0259,2025-07,20.0
E0259,2025-08,19.3
E0259,2025-09,25.1
E0259,2025-10,20.1
E0259,2025-11,17.9
E0259,2025-12,19.0
E0259,2026-01,13.4
E0259,2026-02,15.2
E0259,2026-03,15.9
E0260,2025-01,19.3
E0260,2025-02,22.9
E0260,2025-03,14.9
E0260,2025-04,16.6
E0260,2025-05,28.1
E0260,2025-06,15.7
E0260,2025-07,15.5
E0260,2025-08,12.5
E0260,2025-09,16.2
E0260,2025-10,15.6
E0260,2025-11,17.5
E0260,2025-12,17.0
E0260,2026-01,15.2
E0260,2026-02,15.0
E0260,2026-03,13.3
E0261,2025-01,2.1
E0261,2025-02,4.8
E0261,2025-03,9.4
E0261,2025-04,8.3
E0261,2025-05,5.9
E0261,2025-06,2.7
E0261,2025-07,16.5
E0261,2025-08,16.4
E0261,2025-09,13.0
E0261,2025-10,7.7
E0261,2025-11,15.9
E0261,2025-12,7.1
E0261,2026-01,13.6
E0261,2026-02,17.7
E0261,2026-03,12.6
E0262,2025-01,10.7
E0262,2025-02,5.8
E0262,2025-03,9.1
E0262,2025-04,10.9
E0262,2025-05,3.0
E0262,2025-06,7.3
E0262,2025-07,10.0
E0262,2025-08,4.0
E0262,2025-09,5.2
E0262,2025-10,10.0
E0262,2025-11,6.8
E0262,2025-12,4.1
E0262,2026-01,11.3
E0262,2026-02,15.1
E0262,2026-03,17.5
E0263,2025-01,23.3
E0263,2025-02,24.9
E0263,2025-03,32.2
E0263,2025-04,23.5
E0263,2025-05,23.2
E0263,2025-06,22.1
E0263,2025-07,27.8
E0263,2025-08,24.5
E0263,2025-09,26.5
E0263,2025-10,24.1
E0263,2025-11,26.9
E0263,2025-12,24.7
E0263,2026-01,20.7
E0263,2026-02,17.6
E0263,2026-03,14.5
E0264,2025-01,19.8
E0264,2025-02,24.3
E0264,2025-03,24.4
E0264,2025-04,27.2
E0264,2025-05,26.1
E0264,2025-06,30.8
E0264,2025-07,27.1
E0264,2025-08,27.3
E0264,2025-09,21.4
E0264,2025-10,26.1
E0264,2025-11,24.6
E0264,2025-12,17.2
E0264,2026-01,18.6
E0264,2026-02,19.5
E0264,2026-03,17.7
E0265,2025-01,3.8
E0265,2025-02,11.9
E0265,2025-03,11.7
E0265,2025-04,6.7
E0265,2025-05,6.8
E0265,2025-06,4.5
E0265,2025-07,13.0
E0265,2025-08,5.8
E0265,2025-09,6.8
E0265,2025-10,13.1
E0265,2025-11,13.0
E0265,2025-12,8.3
E0265,2026-01,19.0
E0265,2026-02,16.2
E0265,2026-03,18.9
E0266,2025-01,8.7
E0266,2025-02,10.6
E0266,2025-03,7.0
E0266,2025-04,8.3
E0266,2025-05,7.9
E0266,2025-06,11.4
E0266,2025-07,14.4
E0266,2025-08,13.3
E0266,2025-09,12.8
E0266,2025-10,4.3
E0266,2025-11,13.9
E0266,2025-12,6.0
E0266,2026-01,15.2
E0266,2026-02,19.5
E0266,2026-03,15.0
E0267,2025-01,9.5
E0267,2025-02,13.2
E0267,2025-03,16.3
E0267,2025-04,8.5
E0267,2025-05,19.5
E0267,2025-06,20.0
E0267,2025-07,15.1
E0267,2025-08,12.0
E0267,2025-09,20.3
E0267,2025-10,13.0
E0267,2025-11,10.2
E0267,2025-12,16.4
E0267,2026-01,15.5
E0267,2026-02,16.8
E0267,2026-03,11.5
E0268,2025-01,24.2
E0268,2025-02,25.3
E0268,2025-03,27.2
E0268,2025-04,27.6
E0268,2025-05,19.0
E0268,2025-06,15.9
E0268,2025-07,25.9
E0268,2025-08,24.3
E0268,2025-09,22.3
E0268,2025-10,23.5
E0268,2025-11,20.7
E0268,2025-12,31.0
E0268,2026-01,10.3
E0268,2026-02,9.3
E0268,2026-03,14.2
E0269,2025-01,7.7
E0269,2025-02,17.4
E0269,2025-03,10.6
E0269,2025-04,13.1
E0269,2025-05,13.9
E0269,2025-06,11.8
E0269,2025-07,14.8
E0269,2025-08,5.2
E0269,2025-09,9.6
E0269,2025-10,8.3
E0269,2025-11,10.8
E0269,2025-12,12.5
E0269,2026-01,15.1
E0269,2026-02,12.2
E0269,2026-03,12.3
E0270,2025-01,22.8
E0270,2025-02,20.3
E0270,2025-03,19.4
E0270,2025-04,20.8
E0270,2025-05,20.1
E0270,2025-06,21.4
E0270,2025-07,21.5
E0270,2025-08,19.7
E0270,2025-09,16.6
E0270,2025-10,22.7
E0270,2025-11,26.2
E0270,2025-12,18.6
E0270,2026-01,13.3
E0270,2026-02,13.7
E0270,2026-03,10.6
E0271,2025-01,12.0
E0271,2025-02,10.7
E0271,2025-03,14.8
E0271,2025-04,9.0
E0271,2025-05,11.6
E0271,2025-06,12.0
E0271,2025-07,13.5
E0271,2025-08,8.0
E0271,2025-09,13.7
E0271,2025-10,10.3
E0271,2025-11,14.5
E0271,2025-12,10.9
E0271,2026-01,18.2
E0271,2026-02,16.0
E0271,2026-03,14.0
E0272,2025-01,26.2
E0272,2025-02,14.8
E0272,2025-03,23.4
E0272,2025-04,22.4
E0272,2025-05,23.0
E0272,2025-06,25.4
E0272,2025-07,14.0
E0272,2025-08,29.9
E0272,2025-09,23.3
E0272,2025-10,28.9
E0272,2025-11,28.6
E0272,2025-12,22.9
E0272,2026-01,11.7
E0272,2026-02,11.6
E0272,2026-03,13.2
E0273,2025-01,39.8
E0273,2025-02,41.8
E0273,2025-03,29.6
E0273,2025-04,38.4
E0273,2025-05,42.6
E0273,2025-06,44.9
E0273,2025-07,37.5
E0273,2025-08,40.2
E0273,2025-09,41.1
E0273,2025-10,38.4
E0273,2025-11,35.0
E0273,2025-12,36.1
E0273,2026-01,19.5
E0273,2026-02,15.2
E0273,2026-03,15.8
E0274,2025-01,6.4
E0274,2025-02,4.6
E0274,2025-03,9.9
E0274,2025-04,19.5
E0274,2025-05,11.6
E0274,2025-06,9.5
E0274,2025-07,12.1
E0274,2025-08,7.3
E0274,2025-09,4.0
E0274,2025-10,7.8
E0274,2025-11,6.1
E0274,2025-12,3.2
E0274,2026-01,11.9
E0274,2026-02,13.1
E0274,2026-03,15.3
E0275,2025-01,24.5
E0275,2025-02,28.7
E0275,2025-03,28.3
E0275,2025-04,27.8
E0275,2025-05,33.4
E0275,2025-06,24.5
E0275,2025-07,28.5
E0275,2025-08,25.2
E0275,2025-09,32.4
E0275,2025-10,23.5
E0275,2025-11,29.7
E0275,2025-12,27.7
E0275,2026-01,20.9
E0275,2026-02,16.2
E0275,2026-03,20.1
E0276,2025-01,21.9
E0276,2025-02,17.0
E0276,2025-03,16.1
E0276,2025-04,15.6
E0276,2025-05,16.4
E0276,2025-06,9.5
E0276,2025-07,14.9
E0276,2025-08,14.7
E0276,2025-09,12.4
E0276,2025-10,14.8
E0276,2025-11,13.4
E0276,2025-12,15.0
E0276,2026-01,15.9
E0276,2026-02,15.5
E0276,2026-03,19.8
E0277,2025-01,26.3
E0277,2025-02,26.4
E0277,2025-03,30.2
E0277,2025-04,25.1
E0277,2025-05,17.8
E0277,2025-06,22.5
E0277,2025-07,21.3
E0277,2025-08,19.9
E0277,2025-09,28.1
E0277,2025-10,25.7
E0277,2025-11,24.1
E0277,2025-12,17.9
E0277,2026-01,13.5
E0277,2026-02,12.8
E0277,2026-03,16.8
E0278,2025-01,10.2
E0278,2025-02,19.9
E0278,2025-03,7.2
E0278,2025-04,9.7
E0278,2025-05,16.1
E0278,2025-06,8.8
E0278,2025-07,8.7
E0278,2025-08,9.6
E0278,2025-09,11.9
E0278,2025-10,6.8
E0278,2025-11,14.2
E0278,2025-12,9.0
E0278,2026-01,13.6
E0278,2026-02,16.6
E0278,2026-03,10.7
E0279,2025-01,12.7
E0279,2025-02,10.2
E0279,2025-03,6.5
E0279,2025-04,3.1
E0279,2025-05,12.8
E0279,2025-06,4.6
E0279,2025-07,14.9
E0279,2025-08,12.4
E0279,2025-09,20.0
E0279,2025-10,9.5
E0279,2025-11,18.8
E0279,2025-12,10.7
E0279,2026-01,13.0
E0279,2026-02,18.4
E0279,2026-03,14.6
E0280,2025-01,54.6
E0280,2025-02,53.0
E0280,2025-03,43.5
E0280,2025-04,63.6
E0280,2025-05,57.3
E0280,2025-06,52.5
E0280,2025-07,56.2
E0280,2025-08,52.0
E0280,2025-09,54.4
E0280,2025-10,51.5
E0280,2025-11,46.7
E0280,2025-12,50.5
E0280,2026-01,13.2
E0280,2026-02,10.4
E0280,2026-03,15.1
E0281,2025-01,4.4
E0281,2025-02,9.0
E0281,2025-03,2.3
E0281,2025-04,7.1
E0281,2025-05,0.8
E0281,2025-06,9.6
E0281,2025-07,1.6
E0281,2025-08,8.9
E0281,2025-09,6.9
E0281,2025-10,10.6
E0281,2025-11,5.9
E0281,2025-12,9.7
E0281,2026-01,20.5
E0281,2026-02,18.6
E0281,2026-03,18.7
E0282,2025-01,18.2
E0282,2025-02,19.3
E0282,2025-03,10.5
E0282,2025-04,15.1
E0282,2025-05,17.0
E0282,2025-06,23.1
E0282,2025-07,19.0
E0282,2025-08,10.8
E0282,2025-09,19.4
E0282,2025-10,14.1
E0282,2025-11,14.5
E0282,2025-12,17.4
E0282,2026-01,14.0
E0282,2026-02,14.2
E0282,2026-03,13.3
E0283,2025-01,26.1
E0283,2025-02,21.9
E0283,2025-03,18.0
E0283,2025-04,24.3
E0283,2025-05,24.1
E0283,2025-06,30.8
E0283,2025-07,25.2
E0283,2025-08,29.7
E0283,2025-09,33.5
E0283,2025-10,20.6
E0283,2025-11,30.9
E0283,2025-12,28.8
E0283,2026-01,12.8
E0283,2026-02,14.9
E0283,2026-03,12.7
E0284,2025-01,10.4
E0284,2025-02,18.5
E0284,2025-03,22.1
E0284,2025-04,20.6
E0284,2025-05,25.9
E0284,2025-06,21.6
E0284,2025-07,13.5
E0284,2025-08,22.4
E0284,2025-09,14.7
E0284,2025-10,17.0
E0284,2025-11,23.6
E0284,2025-12,23.2
E0284,2026-01,23.0
E0284,2026-02,18.1
E0284,2026-03,12.8
E0285,2025-01,6.0
E0285,2025-02,3.0
E0285,2025-03,5.1
E0285,2025-04,5.4
E0285,2025-05,3.6
E0285,2025-06,10.4
E0285,2025-07,4.2
E0285,2025-08,4.8
E0285,2025-09,4.9
E0285,2025-10,8.7
E0285,2025-11,6.9
E0285,2025-12,6.7
E0285,2026-01,18.5
E0285,2026-02,16.5
E0285,2026-03,13.3
E0286,2025-01,2.7
E0286,2025-02,7.4
E0286,2025-03,9.5
E0286,2025-04,5.1
E0286,2025-05,7.1
E0286,2025-06,10.2
E0286,2025-07,3.3
E0286,2025-08,3.3
E0286,2025-09,6.0
E0286,2025-10,9.6
E0286,2025-11,0.0
E0286,2025-12,5.7
E0286,2026-01,16.6
E0286,2026-02,19.9
E0286,2026-03,19.4
E0287,2025-01,18.3
E0287,2025-02,22.5
E0287,2025-03,20.7
E0287,2025-04,25.6
E0287,2025-05,23.7
E0287,2025-06,20.2
E0287,2025-07,17.0
E0287,2025-08,22.5
E0287,2025-09,19.9
E0287,2025-10,20.3
E0287,2025-11,16.4
E0287,2025-12,21.7
E0287,2026-01,14.5
E0287,2026-02,16.5
E0287,2026-03,17.2
E0288,2025-01,15.6
E0288,2025-02,16.0
E0288,2025-03,3.2
E0288,2025-04,17.8
E0288,2025-05,13.8
E0288,2025-06,19.7
E0288,2025-07,17.9
E0288,2025-08,11.7
E0288,2025-09,17.2
E0288,2025-10,18.5
E0288,2025-11,26.0
E0288,2025-12,20.0
E0288,2026-01,15.5
E0288,2026-02,15.3
E0288,2026-03,17.8
E0289,2025-01,18.7
E0289,2025-02,31.7
E0289,2025-03,22.8
E0289,2025-04,22.8
E0289,2025-05,31.6
E0289,2025-06,21.4
E0289,2025-07,23.2
E0289,2025-08,17.4
E0289,2025-09,23.7
E0289,2025-10,23.3
E0289,2025-11,22.3
E0289,2025-12,24.5
E0290,2025-01,31.2
E0290,2025-02,40.4
E0290,2025-03,34.6
E0290,2025-04,31.4
E0290,2025-05,28.9
E0290,2025-06,34.7
E0290,2025-07,38.2
E0290,2025-08,35.9
E0290,2025-09,42.5
E0290,2025-10,42.5
E0290,2025-11,29.4
E0290,2025-12,28.5
E0290,2026-01,18.0
E0290,2026-02,20.4
E0290,2026-03,17.9
E0291,2025-01,25.7
E0291,2025-02,31.6
E0291,2025-03,30.3
E0291,2025-04,32.8
E0291,2025-05,24.6
E0291,2025-06,21.7
E0291,2025-07,26.4
E0291,2025-08,31.1
E0291,2025-09,29.4
E0291,2025-10,33.8
E0291,2025-11,25.9
E0291,2025-12,32.8
E0291,2026-01,16.6
E0291,2026-02,16.6
E0291,2026-03,16.5
E0292,2025-01,23.8
E0292,2025-02,29.3
E0292,2025-03,29.3
E0292,2025-04,32.5
E0292,2025-05,20.9
E0292,2025-06,31.8
E0292,2025-07,28.0
E0292,2025-08,26.5
E0292,2025-09,25.7
E0292,2025-10,25.9
E0292,2025-11,26.4
E0292,2025-12,19.8
E0292,2026-01,14.4
E0292,2026-02,10.6
E0292,2026-03,18.3
E0293,2025-01,19.2
E0293,2025-02,18.9
E0293,2025-03,15.6
E0293,2025-04,18.4
E0293,2025-05,22.7
E0293,2025-06,15.8
E0293,2025-07,13.7
E0293,2025-08,15.4
E0293,2025-09,9.9
